geneID M6_C M6_C M6_C M6_F M6_F M6_F
Dgal_TRINITY.DN18149.c0.g1.i1 2 2 4 8 4 2
Dgal_TRINITY.DN1814.c0.g1.i1 138 134 130 140 112 174
Dgal_TRINITY.DN18150.c0.g1.i1 28 44 24 18 34 30
Dgal_TRINITY.DN18151.c0.g1.i1 18 6 0 10 12 18
Dgal_TRINITY.DN18152.c0.g1.i1 1466 1460 1486 1566 1608 1810
Dgal_TRINITY.DN18153.c0.g1.i1 16 8 2 12 6 4
Dgal_TRINITY.DN18154.c0.g1.i1 0 4 2 6 12 6
Dgal_TRINITY.DN18155.c0.g1.i1 2 0 2 4 2 4
Dgal_TRINITY.DN18156.c0.g1.i1 2 4 0 0 8 2
Dgal_TRINITY.DN18157.c0.g1.i1 22 38 24 36 30 48
Dgal_TRINITY.DN18158.c0.g1.i1 18 12 8 14 28 18
Dgal_TRINITY.DN18159.c0.g1.i1 34 42 22 26 24 24
Dgal_TRINITY.DN1815.c0.g2.i1 0 2 4 4 4 2
Dgal_TRINITY.DN18160.c0.g1.i1 2 2 0 0 6 0
Dgal_TRINITY.DN18161.c0.g1.i1 0 0 0 0 2 0
Dgal_TRINITY.DN18162.c0.g1.i1 2276 2138 2000 1788 2168 3104
Dgal_TRINITY.DN18163.c0.g1.i1 62 42 56 48 64 60
Dgal_TRINITY.DN18164.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18165.c0.g1.i1 2 8 2 6 4 4
Dgal_TRINITY.DN18166.c0.g1.i1 6 2 0 2 8 0
Dgal_TRINITY.DN18167.c0.g1.i1 14 12 12 16 16 12
Dgal_TRINITY.DN18168.c0.g1.i1 2 0 2 0 0 0
Dgal_TRINITY.DN18169.c0.g1.i1 4 4 16 8 6 14
Dgal_TRINITY.DN1816.c0.g2.i1 224 218 200 232 326 300
Dgal_TRINITY.DN18170.c0.g1.i1 18 12 32 16 12 8
Dgal_TRINITY.DN18171.c0.g1.i1 44 22 28 14 24 30
Dgal_TRINITY.DN18171.c0.g2.i1 10 4 2 12 12 2
Dgal_TRINITY.DN18172.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18173.c0.g1.i1 18 18 14 6 8 28
Dgal_TRINITY.DN18174.c0.g1.i1 8 0 4 6 8 0
Dgal_TRINITY.DN18175.c0.g1.i1 2 2 8 2 14 4
Dgal_TRINITY.DN18176.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18177.c0.g1.i1 6 8 0 0 2 10
Dgal_TRINITY.DN18178.c0.g1.i1 10 2 2 10 14 10
Dgal_TRINITY.DN18179.c0.g1.i1 108 132 122 120 148 198
Dgal_TRINITY.DN1817.c0.g2.i1 34 22 20 24 50 38
Dgal_TRINITY.DN18180.c0.g2.i1 0 0 0 4 0 0
Dgal_TRINITY.DN18181.c0.g1.i1 2 4 0 2 2 2
Dgal_TRINITY.DN18182.c0.g1.i1 0 0 4 0 0 0
Dgal_TRINITY.DN18183.c0.g1.i1 4 0 2 4 0 2
Dgal_TRINITY.DN18184.c0.g1.i1 18 14 12 4 22 24
Dgal_TRINITY.DN18185.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18186.c0.g1.i1 0 0 4 0 2 0
Dgal_TRINITY.DN18187.c0.g1.i1 2 0 0 2 0 0
Dgal_TRINITY.DN18188.c0.g1.i1 0 0 2 4 2 6
Dgal_TRINITY.DN18189.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN1818.c0.g1.i1 6 0 2 2 6 6
Dgal_TRINITY.DN18190.c0.g1.i1 6 0 0 0 2 0
Dgal_TRINITY.DN18191.c0.g1.i1 0 4 2 2 6 4
Dgal_TRINITY.DN18192.c0.g1.i1 2 2 2 0 10 4
Dgal_TRINITY.DN18193.c0.g1.i1 2 4 6 14 12 10
Dgal_TRINITY.DN18194.c0.g1.i1 0 4 2 4 4 4
Dgal_TRINITY.DN18195.c0.g1.i1 14 16 10 12 6 20
Dgal_TRINITY.DN18195.c1.g1.i1 18 10 12 18 6 16
Dgal_TRINITY.DN18196.c0.g1.i1 4 0 0 4 0 0
Dgal_TRINITY.DN18197.c0.g1.i1 0 6 8 136 8 10
Dgal_TRINITY.DN18198.c0.g1.i1 2 8 6 8 16 4
Dgal_TRINITY.DN18199.c0.g1.i1 6208 6498 5912 5502 6048 7876
Dgal_TRINITY.DN1819.c0.g1.i1 0 2 0 0 0 0
Dgal_TRINITY.DN1819.c0.g2.i1 16 10 0 10 14 8
Dgal_TRINITY.DN181.c0.g1.i1 48 64 58 44 44 48
Dgal_TRINITY.DN18200.c0.g1.i1 14 12 14 12 8 12
Dgal_TRINITY.DN18201.c0.g1.i1 2 0 4 6 2 2
Dgal_TRINITY.DN18202.c0.g1.i1 0 4 0 0 4 0
Dgal_TRINITY.DN18203.c0.g1.i1 8 0 2 0 0 6
Dgal_TRINITY.DN18204.c0.g1.i1 0 8 6 8 12 10
Dgal_TRINITY.DN18205.c0.g1.i1 2 2 2 2 8 2
Dgal_TRINITY.DN18206.c0.g1.i1 0 2 0 10 0 2
Dgal_TRINITY.DN18207.c0.g1.i1 0 2 0 0 0 2
Dgal_TRINITY.DN18208.c0.g1.i1 0 6 0 4 4 8
Dgal_TRINITY.DN18209.c0.g1.i1 0 2 2 2 0 0
Dgal_TRINITY.DN1820.c0.g1.i1 32 36 40 12 44 32
Dgal_TRINITY.DN18210.c0.g1.i1 6 2 0 2 0 2
Dgal_TRINITY.DN18211.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18212.c0.g1.i1 24 10 2 0 10 8
Dgal_TRINITY.DN18213.c0.g1.i1 4 2 0 2 8 0
Dgal_TRINITY.DN18214.c0.g1.i1 0 6 0 2 2 0
Dgal_TRINITY.DN18215.c1.g1.i1 72 76 82 44 110 70
Dgal_TRINITY.DN18215.c2.g1.i1 134 130 114 108 136 116
Dgal_TRINITY.DN18216.c0.g1.i1 2 0 0 0 0 0
Dgal_TRINITY.DN18217.c0.g1.i1 14 12 20 10 12 24
Dgal_TRINITY.DN18218.c0.g1.i1 0 2 2 8 2 4
Dgal_TRINITY.DN18219.c0.g1.i1 18 12 14 12 4 12
Dgal_TRINITY.DN1821.c0.g1.i1 16 14 8 2 6 6
Dgal_TRINITY.DN18220.c0.g1.i1 0 0 2 2 0 2
Dgal_TRINITY.DN18220.c0.g2.i1 4 0 0 0 2 0
Dgal_TRINITY.DN18221.c0.g1.i1 12 0 2 6 0 6
Dgal_TRINITY.DN18222.c0.g1.i1 10 4 12 8 12 10
Dgal_TRINITY.DN18223.c0.g1.i1 4 2 0 0 4 4
Dgal_TRINITY.DN18224.c0.g1.i1 0 0 4 6 2 0
Dgal_TRINITY.DN18225.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18226.c0.g1.i1 14 12 26 32 22 32
Dgal_TRINITY.DN18227.c0.g1.i1 0 0 0 0 6 2
Dgal_TRINITY.DN18228.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18229.c0.g1.i1 14 18 20 22 18 32
Dgal_TRINITY.DN1822.c0.g1.i1 0 0 0 4 2 0
Dgal_TRINITY.DN18230.c0.g1.i1 58 54 46 42 38 62
Dgal_TRINITY.DN18231.c0.g1.i1 0 0 0 2 2 0
Dgal_TRINITY.DN18231.c0.g1.i2 2 2 0 0 0 4
Dgal_TRINITY.DN18232.c0.g1.i1 4 0 2 0 12 0
Dgal_TRINITY.DN18233.c0.g1.i1 2 0 0 8 0 0
Dgal_TRINITY.DN18234.c0.g1.i1 2 10 6 16 10 20
Dgal_TRINITY.DN18235.c0.g1.i1 4 2 4 8 0 8
Dgal_TRINITY.DN18236.c0.g1.i1 2 2 0 2 8 6
Dgal_TRINITY.DN18237.c0.g1.i1 160 320 272 250 178 204
Dgal_TRINITY.DN18238.c0.g1.i1 50 50 42 26 46 40
Dgal_TRINITY.DN18239.c0.g1.i1 8 0 2 4 6 4
Dgal_TRINITY.DN1823.c0.g1.i1 2 0 0 0 2 2
Dgal_TRINITY.DN1823.c1.g1.i1 12 32 12 14 22 20
Dgal_TRINITY.DN18240.c0.g1.i1 6 2 2 0 10 4
Dgal_TRINITY.DN18241.c0.g1.i1 10 14 12 12 12 10
Dgal_TRINITY.DN18242.c0.g1.i1 0 0 0 4 0 0
Dgal_TRINITY.DN18243.c0.g1.i1 20 32 12 42 34 40
Dgal_TRINITY.DN18244.c0.g1.i1 4 0 0 2 6 2
Dgal_TRINITY.DN18245.c0.g1.i1 6 14 8 6 20 10
Dgal_TRINITY.DN18246.c0.g1.i1 4 2 4 4 0 0
Dgal_TRINITY.DN18247.c0.g1.i1 0 2 2 2 0 0
Dgal_TRINITY.DN18248.c0.g1.i1 28 44 30 42 50 46
Dgal_TRINITY.DN1824.c0.g1.i1 8 80 130 50 58 70
Dgal_TRINITY.DN18250.c0.g1.i1 16 10 10 10 18 12
Dgal_TRINITY.DN18251.c0.g1.i1 2 0 2 4 2 2
Dgal_TRINITY.DN18252.c0.g1.i1 2 2 0 0 2 2
Dgal_TRINITY.DN18253.c0.g1.i1 2 0 2 0 2 0
Dgal_TRINITY.DN18254.c0.g2.i1 0 0 0 2 2 2
Dgal_TRINITY.DN18255.c0.g1.i1 12 6 10 10 12 12
Dgal_TRINITY.DN18256.c0.g1.i1 14 22 10 4 22 20
Dgal_TRINITY.DN18257.c0.g1.i1 10 12 4 6 6 4
Dgal_TRINITY.DN18258.c0.g1.i1 52 128 74 54 40 62
Dgal_TRINITY.DN18259.c0.g1.i1 0 0 4 8 2 0
Dgal_TRINITY.DN1825.c0.g1.i1 10 4 4 10 6 0
Dgal_TRINITY.DN18260.c0.g1.i1 46 54 64 50 58 86
Dgal_TRINITY.DN18261.c0.g1.i1 66 76 64 46 30 46
Dgal_TRINITY.DN18262.c0.g1.i1 0 0 0 0 4 0
Dgal_TRINITY.DN18264.c0.g1.i1 0 0 2 0 2 0
Dgal_TRINITY.DN18265.c0.g1.i1 0 4 2 8 2 8
Dgal_TRINITY.DN18266.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18267.c0.g1.i1 2 2 6 2 4 4
Dgal_TRINITY.DN18268.c0.g1.i1 18 18 24 24 24 30
Dgal_TRINITY.DN18269.c0.g1.i1 2 0 2 0 2 0
Dgal_TRINITY.DN18270.c0.g1.i1 58 42 32 26 30 40
Dgal_TRINITY.DN18271.c0.g1.i1 18 20 12 18 22 24
Dgal_TRINITY.DN18272.c0.g2.i1 2 0 0 0 2 4
Dgal_TRINITY.DN18273.c0.g1.i1 16 16 18 26 12 16
Dgal_TRINITY.DN18274.c0.g1.i1 0 0 0 2 4 4
Dgal_TRINITY.DN18275.c0.g1.i1 14 12 10 20 10 16
Dgal_TRINITY.DN18276.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18277.c0.g1.i1 0 0 0 4 10 4
Dgal_TRINITY.DN18278.c0.g1.i1 8 6 24 16 16 20
Dgal_TRINITY.DN18279.c0.g1.i1 6 6 10 16 4 6
Dgal_TRINITY.DN1827.c0.g3.i1 70 122 70 74 82 104
Dgal_TRINITY.DN18280.c0.g1.i1 6 4 6 2 6 8
Dgal_TRINITY.DN18281.c0.g1.i1 0 0 0 4 0 0
Dgal_TRINITY.DN18282.c0.g1.i1 18 12 16 26 26 32
Dgal_TRINITY.DN18283.c0.g1.i1 2 0 8 14 0 8
Dgal_TRINITY.DN18284.c0.g1.i1 20 14 6 10 10 4
Dgal_TRINITY.DN18285.c0.g1.i1 14 16 28 8 24 16
Dgal_TRINITY.DN18286.c0.g1.i1 0 2 0 2 4 2
Dgal_TRINITY.DN18287.c0.g1.i1 404 498 444 288 204 192
Dgal_TRINITY.DN18288.c0.g1.i1 0 6 4 8 4 2
Dgal_TRINITY.DN18289.c0.g1.i1 326 404 372 360 374 418
Dgal_TRINITY.DN1828.c0.g1.i1 8 16 6 16 14 4
Dgal_TRINITY.DN18290.c0.g1.i1 6 6 2 6 4 4
Dgal_TRINITY.DN18291.c0.g1.i1 18 34 26 12 12 24
Dgal_TRINITY.DN18292.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18293.c0.g1.i1 140 152 182 128 184 186
Dgal_TRINITY.DN18294.c0.g1.i1 2 0 4 2 2 6
Dgal_TRINITY.DN18295.c0.g1.i1 32 20 18 30 26 32
Dgal_TRINITY.DN18296.c0.g1.i1 0 4 6 8 2 20
Dgal_TRINITY.DN18297.c0.g1.i1 18 8 6 12 6 24
Dgal_TRINITY.DN18298.c0.g1.i1 0 0 0 2 0 0
Dgal_TRINITY.DN18299.c0.g1.i1 18 28 44 18 32 52
Dgal_TRINITY.DN1829.c0.g1.i1 8 12 4 2 2 4
Dgal_TRINITY.DN182.c0.g2.i1 88 82 66 108 90 120
Dgal_TRINITY.DN182.c1.g1.i1 2 0 4 4 2 8
Dgal_TRINITY.DN18300.c0.g1.i1 0 4 4 2 14 12
Dgal_TRINITY.DN18301.c0.g1.i1 12 8 14 4 12 6
Dgal_TRINITY.DN18302.c0.g1.i1 6 18 4 12 16 18
Dgal_TRINITY.DN18303.c0.g1.i1 46 30 36 46 38 44
Dgal_TRINITY.DN18304.c0.g1.i1 2 0 0 0 2 0
Dgal_TRINITY.DN18305.c0.g1.i1 16 8 4 8 14 20
Dgal_TRINITY.DN18306.c0.g1.i1 4 0 0 0 0 0
Dgal_TRINITY.DN18307.c0.g1.i1 0 4 0 2 4 0
Dgal_TRINITY.DN18308.c0.g1.i1 0 0 0 2 0 0
Dgal_TRINITY.DN18309.c0.g1.i1 2 2 0 2 0 4
Dgal_TRINITY.DN1830.c0.g2.i1 30 0 4 6 4 0
Dgal_TRINITY.DN18310.c0.g1.i1 2 0 4 2 2 2
Dgal_TRINITY.DN18311.c0.g1.i1 8 4 8 8 4 10
Dgal_TRINITY.DN18312.c0.g1.i1 2 2 4 2 0 4
Dgal_TRINITY.DN18313.c0.g1.i1 6 8 0 2 0 4
Dgal_TRINITY.DN18314.c0.g1.i1 0 0 4 0 2 0
Dgal_TRINITY.DN18315.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18316.c0.g1.i1 10 4 8 10 8 6
Dgal_TRINITY.DN18317.c0.g1.i1 0 0 2 0 0 0
Dgal_TRINITY.DN18318.c0.g1.i1 22 18 18 6 26 36
Dgal_TRINITY.DN18319.c0.g1.i1 26 34 16 16 16 6
Dgal_TRINITY.DN1831.c0.g1.i1 10 6 2 0 0 0
Dgal_TRINITY.DN18320.c0.g1.i1 6 2 6 6 6 8
Dgal_TRINITY.DN18321.c0.g1.i1 0 2 0 0 2 0
Dgal_TRINITY.DN18322.c0.g1.i1 0 0 2 0 2 0
Dgal_TRINITY.DN18323.c0.g1.i1 0 2 2 0 2 0
Dgal_TRINITY.DN18324.c0.g1.i1 10 18 10 10 4 8
Dgal_TRINITY.DN18325.c0.g1.i1 32 26 18 34 22 36
Dgal_TRINITY.DN18326.c0.g1.i1 16 32 12 16 18 24
Dgal_TRINITY.DN18327.c0.g1.i1 34 34 36 36 22 24
Dgal_TRINITY.DN18328.c0.g1.i1 6 6 6 0 0 2
Dgal_TRINITY.DN18329.c0.g1.i1 0 4 2 4 14 0
Dgal_TRINITY.DN1832.c0.g1.i1 4 14 20 12 14 10
Dgal_TRINITY.DN18330.c0.g1.i1 4 0 2 0 4 0
Dgal_TRINITY.DN18331.c0.g1.i1 4 2 0 0 0 2
Dgal_TRINITY.DN18332.c0.g2.i1 222 258 240 266 262 232
Dgal_TRINITY.DN18333.c0.g1.i1 8 10 4 8 14 10
Dgal_TRINITY.DN18334.c0.g1.i1 0 0 0 0 2 0
Dgal_TRINITY.DN18335.c0.g1.i1 8 10 16 16 2 8
Dgal_TRINITY.DN18336.c0.g1.i1 62 50 68 60 62 60
Dgal_TRINITY.DN18337.c0.g1.i1 90 56 56 72 86 86
Dgal_TRINITY.DN18338.c0.g1.i1 2 0 2 4 0 0
Dgal_TRINITY.DN18339.c0.g1.i1 2 0 4 0 8 2
Dgal_TRINITY.DN1833.c0.g1.i1 14 16 16 24 14 20
Dgal_TRINITY.DN18340.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18341.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18342.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18343.c0.g1.i1 0 0 0 2 0 0
Dgal_TRINITY.DN18344.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18345.c0.g1.i1 0 2 0 2 2 12
Dgal_TRINITY.DN18346.c0.g1.i1 6 2 6 12 4 4
Dgal_TRINITY.DN18347.c0.g1.i1 4 2 2 0 16 0
Dgal_TRINITY.DN18348.c0.g1.i1 2 2 0 2 4 0
Dgal_TRINITY.DN18349.c0.g1.i1 4 0 0 0 0 0
Dgal_TRINITY.DN1834.c0.g1.i1 10 2 4 4 8 8
Dgal_TRINITY.DN18350.c0.g1.i1 2 6 12 6 10 16
Dgal_TRINITY.DN18351.c0.g1.i1 0 0 2 4 4 6
Dgal_TRINITY.DN18352.c0.g1.i1 4 0 0 4 2 6
Dgal_TRINITY.DN18353.c0.g1.i1 16 18 16 22 14 26
Dgal_TRINITY.DN18354.c0.g1.i1 4 0 0 2 4 0
Dgal_TRINITY.DN18355.c0.g1.i1 6 14 18 8 14 2
Dgal_TRINITY.DN18356.c0.g1.i1 2 2 6 14 4 0
Dgal_TRINITY.DN18357.c0.g1.i1 0 6 2 2 2 0
Dgal_TRINITY.DN18358.c0.g1.i1 0 4 0 4 2 0
Dgal_TRINITY.DN18359.c0.g1.i1 4 4 4 4 4 2
Dgal_TRINITY.DN18359.c0.g2.i1 2 0 2 2 2 0
Dgal_TRINITY.DN1835.c0.g1.i1 6 2 2 2 2 2
Dgal_TRINITY.DN18360.c0.g1.i1 2 10 10 6 0 4
Dgal_TRINITY.DN18361.c0.g1.i1 30 30 22 36 42 42
Dgal_TRINITY.DN18362.c0.g1.i1 2 0 0 4 6 0
Dgal_TRINITY.DN18364.c0.g1.i1 10 10 4 14 4 20
Dgal_TRINITY.DN18365.c0.g1.i1 14 10 4 0 6 6
Dgal_TRINITY.DN18366.c0.g1.i1 4 2 14 2 4 20
Dgal_TRINITY.DN18367.c0.g1.i1 6 2 2 0 0 2
Dgal_TRINITY.DN18368.c0.g1.i1 84 34 42 36 48 98
Dgal_TRINITY.DN18369.c0.g1.i1 110 102 96 80 66 92
Dgal_TRINITY.DN1836.c0.g2.i1 0 2 4 6 6 2
Dgal_TRINITY.DN18370.c0.g1.i1 8 10 0 4 2 6
Dgal_TRINITY.DN18371.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18372.c0.g1.i1 12 16 22 8 18 34
Dgal_TRINITY.DN18373.c0.g1.i1 2 0 0 0 0 0
Dgal_TRINITY.DN18374.c0.g1.i1 2 2 0 0 16 0
Dgal_TRINITY.DN18375.c0.g1.i1 4 0 0 0 2 4
Dgal_TRINITY.DN18376.c0.g1.i1 0 0 0 0 4 2
Dgal_TRINITY.DN18377.c0.g1.i1 40 42 32 40 46 60
Dgal_TRINITY.DN18378.c0.g1.i1 4 8 4 6 6 16
Dgal_TRINITY.DN18379.c0.g1.i1 4 2 2 2 4 6
Dgal_TRINITY.DN1837.c0.g1.i1 22 28 14 36 34 22
Dgal_TRINITY.DN18381.c0.g1.i1 0 0 2 2 2 0
Dgal_TRINITY.DN18382.c0.g1.i1 10 8 4 0 10 6
Dgal_TRINITY.DN18383.c0.g1.i1 26 22 22 6 52 26
Dgal_TRINITY.DN18384.c0.g1.i1 6 2 2 8 2 2
Dgal_TRINITY.DN18385.c0.g1.i1 10 10 12 12 10 6
Dgal_TRINITY.DN18386.c0.g1.i1 4 4 6 10 6 8
Dgal_TRINITY.DN18387.c0.g1.i1 12 8 8 6 10 12
Dgal_TRINITY.DN18388.c0.g1.i1 12 12 8 8 8 10
Dgal_TRINITY.DN18389.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN1838.c0.g1.i1 16 8 12 8 12 14
Dgal_TRINITY.DN18390.c0.g1.i1 0 2 8 2 6 6
Dgal_TRINITY.DN18391.c0.g1.i1 8 12 2 6 6 14
Dgal_TRINITY.DN18392.c0.g1.i1 2 0 0 2 4 0
Dgal_TRINITY.DN18393.c0.g1.i1 22 22 16 26 24 20
Dgal_TRINITY.DN18394.c0.g1.i1 24 16 34 28 24 18
Dgal_TRINITY.DN18395.c0.g1.i1 20 14 22 14 18 28
Dgal_TRINITY.DN18396.c0.g1.i1 6 8 0 2 4 4
Dgal_TRINITY.DN18397.c0.g1.i1 40 70 50 36 40 64
Dgal_TRINITY.DN18398.c0.g1.i1 8 14 18 4 10 16
Dgal_TRINITY.DN18399.c0.g1.i1 0 0 0 4 0 2
Dgal_TRINITY.DN1839.c0.g1.i1 2 0 0 2 4 2
Dgal_TRINITY.DN183.c0.g1.i1 60 24 32 38 78 82
Dgal_TRINITY.DN18400.c0.g1.i1 26 6 8 12 18 28
Dgal_TRINITY.DN18401.c0.g1.i1 2 0 0 2 0 0
Dgal_TRINITY.DN18402.c0.g1.i1 2 0 2 4 0 0
Dgal_TRINITY.DN18403.c0.g1.i1 14 4 4 6 12 8
Dgal_TRINITY.DN18404.c0.g1.i1 2 6 4 6 6 2
Dgal_TRINITY.DN18405.c0.g1.i1 4 14 14 2 14 4
Dgal_TRINITY.DN18406.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18407.c0.g1.i1 4 4 0 0 6 4
Dgal_TRINITY.DN18408.c0.g1.i1 10 2 2 4 4 8
Dgal_TRINITY.DN18409.c0.g1.i1 16 2 12 12 8 16
Dgal_TRINITY.DN18410.c0.g1.i1 8 2 6 4 2 4
Dgal_TRINITY.DN18411.c0.g1.i1 34 2 16 22 20 20
Dgal_TRINITY.DN18412.c0.g1.i1 38 90 100 94 76 104
Dgal_TRINITY.DN18413.c0.g1.i1 68 146 94 66 100 110
Dgal_TRINITY.DN18414.c0.g1.i1 2 4 4 6 2 4
Dgal_TRINITY.DN18415.c0.g1.i1 10 4 2 14 8 10
Dgal_TRINITY.DN18416.c0.g1.i1 34 10 4 10 52 50
Dgal_TRINITY.DN18417.c0.g1.i1 0 2 10 2 0 4
Dgal_TRINITY.DN18418.c0.g1.i1 96 86 98 66 72 112
Dgal_TRINITY.DN18419.c0.g1.i1 2 6 2 4 0 2
Dgal_TRINITY.DN1841.c0.g1.i1 4 8 2 4 4 2
Dgal_TRINITY.DN18420.c0.g1.i1 2 2 16 4 6 2
Dgal_TRINITY.DN18421.c0.g1.i1 6 0 0 0 0 0
Dgal_TRINITY.DN18422.c0.g1.i1 84 98 116 104 98 98
Dgal_TRINITY.DN18423.c0.g1.i1 12 28 16 20 10 10
Dgal_TRINITY.DN18424.c0.g1.i1 8 6 8 6 6 12
Dgal_TRINITY.DN18425.c0.g1.i1 2 26 12 4 22 6
Dgal_TRINITY.DN18426.c0.g1.i1 14 16 12 12 2 24
Dgal_TRINITY.DN18427.c0.g1.i1 2 2 2 4 2 2
Dgal_TRINITY.DN18428.c0.g1.i1 0 0 0 2 0 0
Dgal_TRINITY.DN18429.c0.g1.i1 12 10 24 38 12 16
Dgal_TRINITY.DN1842.c0.g1.i1 4 12 6 16 4 12
Dgal_TRINITY.DN18430.c0.g1.i1 2 2 8 8 16 14
Dgal_TRINITY.DN18431.c0.g1.i1 2 0 0 2 4 0
Dgal_TRINITY.DN18432.c0.g1.i1 66 36 22 36 52 40
Dgal_TRINITY.DN18434.c0.g1.i1 4 8 2 6 10 6
Dgal_TRINITY.DN18435.c0.g1.i1 2 0 0 2 0 2
Dgal_TRINITY.DN18436.c0.g1.i1 0 0 2 0 2 0
Dgal_TRINITY.DN18437.c0.g1.i1 8 8 6 6 12 4
Dgal_TRINITY.DN18438.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18439.c0.g1.i1 38 32 38 34 36 44
Dgal_TRINITY.DN1843.c0.g1.i1 60 30 66 70 74 58
Dgal_TRINITY.DN1843.c0.g2.i1 38 16 28 32 26 42
Dgal_TRINITY.DN18440.c0.g1.i1 4 0 2 4 0 0
Dgal_TRINITY.DN18441.c0.g1.i1 0 2 4 4 4 6
Dgal_TRINITY.DN18442.c0.g2.i1 34 18 14 16 16 10
Dgal_TRINITY.DN18443.c0.g1.i1 46 56 42 32 24 44
Dgal_TRINITY.DN18444.c0.g2.i1 18 8 2 10 8 8
Dgal_TRINITY.DN18445.c0.g1.i1 2 0 0 4 0 0
Dgal_TRINITY.DN18446.c0.g1.i1 4 0 0 4 8 6
Dgal_TRINITY.DN18447.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18448.c0.g1.i1 6 0 2 6 2 10
Dgal_TRINITY.DN18449.c0.g1.i1 4 4 6 8 8 8
Dgal_TRINITY.DN1844.c0.g1.i1 46 32 24 48 26 50
Dgal_TRINITY.DN18450.c0.g1.i1 8 10 6 4 0 16
Dgal_TRINITY.DN18451.c0.g1.i1 16 0 4 6 8 2
Dgal_TRINITY.DN18452.c0.g1.i1 0 0 2 2 0 2
Dgal_TRINITY.DN18453.c0.g1.i1 4 0 0 2 4 8
Dgal_TRINITY.DN18455.c0.g1.i1 42 44 42 30 34 50
Dgal_TRINITY.DN18456.c0.g1.i1 2 6 2 2 4 4
Dgal_TRINITY.DN18457.c0.g1.i1 2 0 0 0 2 0
Dgal_TRINITY.DN18458.c0.g1.i1 0 0 6 4 4 0
Dgal_TRINITY.DN18459.c0.g1.i1 16 14 12 18 12 10
Dgal_TRINITY.DN1845.c0.g1.i1 58 52 50 72 56 40
Dgal_TRINITY.DN1845.c0.g2.i1 14 6 8 14 16 34
Dgal_TRINITY.DN18460.c0.g1.i1 4 30 12 6 18 16
Dgal_TRINITY.DN18461.c0.g1.i1 4 2 0 0 6 0
Dgal_TRINITY.DN18462.c0.g1.i1 78 90 56 82 46 124
Dgal_TRINITY.DN18463.c0.g1.i1 6 10 0 4 14 12
Dgal_TRINITY.DN18464.c0.g1.i1 6 10 16 12 8 10
Dgal_TRINITY.DN18465.c0.g1.i1 4 18 0 2 16 10
Dgal_TRINITY.DN18466.c0.g1.i1 4 2 2 6 0 4
Dgal_TRINITY.DN18467.c0.g1.i1 6 10 8 2 4 4
Dgal_TRINITY.DN18468.c0.g1.i1 24 30 10 30 26 24
Dgal_TRINITY.DN18469.c0.g1.i1 12 8 2 6 10 2
Dgal_TRINITY.DN1846.c0.g1.i1 2 2 0 2 0 0
Dgal_TRINITY.DN18470.c0.g1.i1 0 0 0 0 0 0
Dgal_TRINITY.DN18471.c0.g1.i1 4 2 0 2 0 4
Dgal_TRINITY.DN18472.c0.g1.i1 0 2 0 4 0 0
Dgal_TRINITY.DN18473.c0.g1.i1 0 0 0 2 0 0
Dgal_TRINITY.DN18474.c0.g1.i1 0 8 4 8 4 10
Dgal_TRINITY.DN18475.c0.g1.i1 4 0 10 2 2 0
Dgal_TRINITY.DN18476.c0.g1.i1 4 10 10 6 2 10
Dgal_TRINITY.DN18477.c0.g1.i1 10 2 0 24 12 20
Dgal_TRINITY.DN18478.c0.g1.i1 18 12 6 8 16 6
Dgal_TRINITY.DN18479.c0.g1.i1 24 62 56 32 48 46
Dgal_TRINITY.DN1847.c0.g1.i1 0 0 0 0 2 4
Dgal_TRINITY.DN18480.c0.g1.i1 20 10 6 20 16 34
Dgal_TRINITY.DN18481.c0.g1.i1 4 0 6 4 4 6
Dgal_TRINITY.DN18482.c0.g1.i1 0 0 0 0 2 0
Dgal_TRINITY.DN18483.c0.g1.i1 0 4 2 8 4 6
Dgal_TRINITY.DN18484.c0.g1.i1 8 6 8 16 10 4
Dgal_TRINITY.DN18485.c0.g1.i1 10 10 10 12 14 20
